year,name,category,confidence,loss
2024,YIEDL,重入,CLASSIFIED,
2024,Yield,AMM 操纵,CLASSIFIED,181K
2024,Z123,AMM 操纵,CLASSIFIED,≈135k
2024,Burner,闪贷+价格操纵,CLASSIFIED,1.7eth
2024,EXcommunity,闪贷+价格操纵,CLASSIFIED,
2024,GFOX,代币漏洞,CLASSIFIED,330K
2024,GPU,闪贷+价格操纵,CLASSIFIED,
2024,Liquiditytokens,AMM 操纵,CLASSIFIED,～200K
2024,MetaDragon,签名绕过,CLASSIFIED,
2024,MixedSwapRouter,重入,CLASSIFIED,Lost: =>10000 USD(WINR tokens)
2024,NORMIE,闪贷+价格操纵,CLASSIFIED,
2024,OSN,重入,CLASSIFIED,
2024,PredyFinance,闪贷+价格操纵,CLASSIFIED,
2024,RedKeysCoin,治理攻击,CLASSIFIED,
2024,SATURN,重入,CLASSIFIED,~15 BNB
2024,SCROLL,重入,CLASSIFIED,~76 ETH
2024,Sonne,治理攻击,CLASSIFIED,~
2024,TCH,闪贷+价格操纵,CLASSIFIED,~
2024,TGC,授权漏洞,CLASSIFIED,
2024,Tradeonorion,闪贷+价格操纵,CLASSIFIED,~645K
2024,TSURU,闪贷+价格操纵,CLASSIFIED,140K
2024,APEMAGA,授权漏洞,CLASSIFIED,
2024,Bazaar,AMM 操纵,CLASSIFIED,1.4M
2024,Crb2,闪贷+价格操纵,CLASSIFIED,15k
2024,Dyson_money,AMM 操纵,CLASSIFIED,~52 BNB
2024,INcufi,闪贷+价格操纵,CLASSIFIED,~59643 USD
2024,JokInTheBox,闪贷+价格操纵,CLASSIFIED,
2024,MineSTM,重入,CLASSIFIED,
2024,NCD,授权漏洞,CLASSIFIED,
2024,SteamSwap,授权漏洞,CLASSIFIED,~
2024,UwuLend_First,闪贷+价格操纵,CLASSIFIED,~
2024,UwuLend_Second,借贷清算,CLASSIFIED,~
2024,Velocore,AMM 操纵,CLASSIFIED,
2024,WIFCOIN_ETH,重入,CLASSIFIED,
2024,Will,重入,CLASSIFIED,
2024,YYS,授权漏洞,CLASSIFIED,
2024,DeFiPlaza,AMM 操纵,CLASSIFIED,~200k USD
2024,DoughFina,闪贷+价格操纵,CLASSIFIED,~1.81M USD
2024,GAX,重入,CLASSIFIED,~50k
2024,Lifiprotocol,闪贷+价格操纵,CLASSIFIED,~10M USD
2024,LW,授权漏洞,CLASSIFIED,~7K USD
2024,MEVbot_0xdd7c,闪贷+价格操纵,CLASSIFIED,~18K USD
2024,Minterest,借贷清算,CLASSIFIED,~427 ETH
2024,MRP,重入,CLASSIFIED,~17 BNB
2024,SBT,重入,CLASSIFIED,~56K BUSD
2024,Spectra_finance,重入,CLASSIFIED,~73K USD
2024,UnverifiedContr_0x452E25,重入,CLASSIFIED,~27 ETH
2024,COCO,重入,CLASSIFIED,280BNB
2024,Convergence,重入,CLASSIFIED,~200k USD
2024,IvestDao,重入,CLASSIFIED,
2024,NovaXM2E,重入,CLASSIFIED,~25k USD
2024,OMPxContract,闪贷+价格操纵,CLASSIFIED,4.37 ETH (~11527 USD)
2024,unverified_667d,代币漏洞,CLASSIFIED,10k
2024,VOW,授权漏洞,CLASSIFIED,~ 1M USD
2024,YodlRouter,代币漏洞,CLASSIFIED,~5k
2024,Zenterest,闪贷+价格操纵,CLASSIFIED,
2024,AIRBTC,授权漏洞,CLASSIFIED,
2024,Bankroll,重入,CLASSIFIED,~404 WBNB
2024,Bedrock_DeFi,闪贷+价格操纵,CLASSIFIED,~1.7M US
2024,Caterpillar_Coin_CUT,借贷清算,CLASSIFIED,~1.4M USD
2024,DOGGO,重入,CLASSIFIED,7K USD
2024,HANAToken,重入,CLASSIFIED,283 USD
2024,INUMI,重入,CLASSIFIED,"11,000 USD"
2024,MARA,闪贷+价格操纵,CLASSIFIED,~8.8 WBNB
2024,OnyxDAO,借贷清算,CLASSIFIED,"4.1M VUSD, 7.35M XCN, 5K DAI, 0.23 WBTC, 50K USDT (>"
2024,OTSeaStaking,重入,CLASSIFIED,26k US
2024,Penpiexyzio,AMM 操纵,CLASSIFIED,
2024,PestoToken,重入,CLASSIFIED,1.4K USD
2024,PLN,重入,CLASSIFIED,400k USD
2024,Pythia,授权漏洞,CLASSIFIED,21 ETH
2024,Shezmu,借贷清算,CLASSIFIED,4.9M USD
2024,unverified_03f9,重入,CLASSIFIED,
2024,unverified_5697,授权漏洞,CLASSIFIED,
2024,unverified_766a,重入,CLASSIFIED,100 USD
2024,unverified_a89f,重入,CLASSIFIED,
2024,WXETA,授权漏洞,CLASSIFIED,"110,000 USD"
2024,AIZPTToken,重入,CLASSIFIED,34.88 BNB (~
2024,BUBAI,重入,CLASSIFIED,131k
2024,Erc20transfer,代币漏洞,CLASSIFIED,
2024,FireToken,闪贷+价格操纵,CLASSIFIED,8.45 ETH (~
2024,HYDT,闪贷+价格操纵,CLASSIFIED,
2024,LavaLending,闪贷+价格操纵,CLASSIFIED,"1 USDC, 125795.6 cUSDC, 0,0067 WBTC, 2.25 WETH (~"
2024,MorphoBlue,授权漏洞,CLASSIFIED,
2024,P719Token,AMM 操纵,CLASSIFIED,547.18 BNB (~
2024,SASHAToken,重入,CLASSIFIED,~249 ETH (~
2024,VISTA,闪贷+价格操纵,CLASSIFIED,
2024,Ak1111,重入,CLASSIFIED,31.5K USD
2024,ChiSale,闪贷+价格操纵,CLASSIFIED,16.3k USD
2024,CoW,重入,CLASSIFIED,59K
2024,DeltaPrime,闪贷+价格操纵,CLASSIFIED,
2024,MainnetSettler,闪贷+价格操纵,CLASSIFIED,
2024,Matez,整数溢出/精度,CLASSIFIED,80k USD
2024,MFT,授权漏洞,CLASSIFIED,33.7k USD
2024,NFTG,闪贷+价格操纵,CLASSIFIED,10k USD
2024,proxy_b7e1,代理/升级,CLASSIFIED,
2024,RPP,重入,CLASSIFIED,~
2024,vETH,闪贷+价格操纵,CLASSIFIED,447k
2024,VRug,MEV/抢跑,CLASSIFIED,8.4K
2024,X319,重入,CLASSIFIED,12.9k USD
2024,Bizness,重入,CLASSIFIED,15.7k USD
2024,BTC24H,重入,CLASSIFIED,"~ 4,953 USDT + 0.76 WBTC ("
2024,CloberDEX,AMM 操纵,CLASSIFIED,~
2024,JHY,授权漏洞,CLASSIFIED,11k USD
2024,LABUBU,AMM 操纵,CLASSIFIED,17.4 BNB (~
2024,Moonhacker,闪贷+价格操纵,CLASSIFIED,318.9 k
2024,Pledge,代币漏洞,CLASSIFIED,15K
2024,SlurpyCoin,闪贷+价格操纵,CLASSIFIED,3k USD
2025,98Token,重入,CLASSIFIED,
2025,AIXBTForcedSwap,闪贷+价格操纵,CLASSIFIED,"13,597.36 USDC"
2025,Ast,重入,CLASSIFIED,65K US
2025,HORS,AMM 操纵,CLASSIFIED,14.8 WBNB
2025,IdolsNFT,重入,CLASSIFIED,97 stETH
2025,IPC,闪贷+价格操纵,CLASSIFIED,
2025,JPulsepot,重入,CLASSIFIED,21.5K
2025,LAURAToken,AMM 操纵,CLASSIFIED,12.340357077284305206 ETH (~
2025,LPMine,闪贷+价格操纵,CLASSIFIED,
2025,MCAI,授权漏洞,CLASSIFIED,12.03 WETH
2025,Mosca2,闪贷+价格操纵,CLASSIFIED,37.6K
2025,Mosca,重入,CLASSIFIED,19K
2025,ODOS,签名绕过,CLASSIFIED,~50k
2025,Paribus,闪贷+价格操纵,CLASSIFIED,~86k
2025,RoulettePotV2,重入,CLASSIFIED,~28K
2025,Unilend,借贷清算,CLASSIFIED,60 stETH
2025,Bybit,签名绕过,CLASSIFIED,1.5B (401346 ETH + 8000 mETH + 15000 cmETH + 90375 stETH)
2025,FourMeme,AMM 操纵,CLASSIFIED,186k (287bnb)
2025,GMT7,重入,CLASSIFIED,16.75 BNB
2025,GoldReserve,闪贷+价格操纵,CLASSIFIED,12.74 BNB
2025,HegicOptions,AMM 操纵,CLASSIFIED,~104M
2025,HenloKart,重入,CLASSIFIED,0.59 ETH
2025,INVISTECH,AMM 操纵,CLASSIFIED,5.14 BNB
2025,LimitOrderProtocol,授权漏洞,CLASSIFIED,"2,800,000 BRAINS"
2025,PeapodsFinance,闪贷+价格操纵,CLASSIFIED,~
2025,Scorch,重入,CLASSIFIED,0.14 ETH
2025,StepHeroNFTs,重入,CLASSIFIED,137.9 BNB
2025,unverified_35bc,重入,CLASSIFIED,6700 USD
2025,unverified_d4f1,代币漏洞,CLASSIFIED,15.2k USD
2025,Venus_ZKSync,借贷清算,CLASSIFIED,
2025,Alkimiya_io,MEV/抢跑,CLASSIFIED,~ 95.5 K (1.14015390 WBTC)
2025,BBXToken,代币漏洞,CLASSIFIED,11902 BUSD
2025,DCFToken,授权漏洞,CLASSIFIED,~442k
2025,DUCKVADER,重入,CLASSIFIED,~ 5 ETH
2025,H2O,AMM 操纵,CLASSIFIED,22470 USD
2025,LeverageSIR,AMM 操纵,CLASSIFIED,"~ 353.8 K (17814,86 USDC, 1,4085 WBTC, 119,87 WETH)"
2025,OneInchFusionV1SettlementHack.sol,重入,CLASSIFIED,4.5M
2025,PTM,AMM 操纵,CLASSIFIED,552.63 USDT
2025,Pump,重入,CLASSIFIED,~ 11.29 BNB (
2025,RnsPay,授权漏洞,CLASSIFIED,"1,050 USDC"
2025,SBRToken,授权漏洞,CLASSIFIED,~ 8.495 ETH
2025,StackMarket,AMM 操纵,CLASSIFIED,0.56 WETH
2025,UNI,代币漏洞,CLASSIFIED,14K USD
2025,unverified_3f27,AMM 操纵,CLASSIFIED,0.40 WAVAX
2025,unverified_de7c,闪贷+价格操纵,CLASSIFIED,980.32 USDC
2025,wKeyDAO,重入,CLASSIFIED,~767 US
2025,YziAIToken,授权漏洞,CLASSIFIED,~ 376 BNB
2025,ZeroExSettler,闪贷+价格操纵,CLASSIFIED,"3,008 USDT"
2025,AIRWA,重入,CLASSIFIED,~ 56.73 BNB
2025,AmpKashi,闪贷+价格操纵,CLASSIFIED,572.31 USDC
2025,AventaRewardClaim,授权漏洞,CLASSIFIED,"16,019,528 AVENTA"
2025,bitdog,重入,CLASSIFIED,2.10 BNB
2025,BTNFT,授权漏洞,CLASSIFIED,19025.9193312786235214 BUSD
2025,flylong,重入,CLASSIFIED,1.73 BNB
2025,ImpermaxV3,闪贷+价格操纵,CLASSIFIED,~300k
2025,Laundromat,签名绕过,CLASSIFIED,1.5K USD
2025,Lifeprotocol,闪贷+价格操纵,CLASSIFIED,15114 BUSD
2025,multitransferswap,重入,CLASSIFIED,0.34 ETH
2025,Roar,代币漏洞,CLASSIFIED,777k USD
2025,tcdp,授权漏洞,CLASSIFIED,2.02 ETH
2025,Unverified_6077,重入,CLASSIFIED,~ (
2025,YBToken,重入,CLASSIFIED,15261.68240413121964707 BUSD
2025,BetaPresale,闪贷+价格操纵,CLASSIFIED,1.921686798824852706 WBNB and 46.474821659738262175 BUSD
2025,bitallx,重入,CLASSIFIED,"2,029.47 USDT"
2025,Corkprotocol,AMM 操纵,CLASSIFIED,12M USD
2025,crosswise,授权漏洞,CLASSIFIED,4.16 WBNB
2025,DogeAlliance,闪贷+价格操纵,CLASSIFIED,990.33 USD
2025,Dumbo,重入,CLASSIFIED,628.45 BUSD
2025,IRYSAI,重入,CLASSIFIED,69.6K USD
2025,KRCToken_pair,闪贷+价格操纵,CLASSIFIED,7k USD
2025,MBUToken,授权漏洞,CLASSIFIED,~2.16 M BUSD
2025,Nalakuvara_LotteryTicket50,重入,CLASSIFIED,105470 USDC
2025,RICE,授权漏洞,CLASSIFIED,~ 34.5 WETH (
2025,unverified_0000,代币漏洞,CLASSIFIED,"5,658.46 USD"
2025,unverified_91a1,重入,CLASSIFIED,551.22 USD
2025,Unwarp,重入,CLASSIFIED,~9 K usdt
2025,UsualMoney,AMM 操纵,CLASSIFIED,43k USD
2025,YDTtoken,重入,CLASSIFIED,
2025,AAVEBoost,代理/升级,CLASSIFIED,14.8K USD
2025,BankrollNetwork,授权漏洞,CLASSIFIED,24.5 WBNB
2025,BankrollStackPlus,授权漏洞,CLASSIFIED,"12,234.48 USD"
2025,BankrollStack,重入,CLASSIFIED,5k USD
2025,BasePricePool,闪贷+价格操纵,CLASSIFIED,802.57 USD
2025,BitCrown,重入,CLASSIFIED,"7,939.27 USD"
2025,FixedTokenBSwap,代理/升级,CLASSIFIED,"2,203.63 USD"
2025,Gangsterfinance,授权漏洞,CLASSIFIED,16.5k USD
2025,GradientMakerPool,AMM 操纵,CLASSIFIED,5k USD
2025,HoldSafe,AMM 操纵,CLASSIFIED,"4,824.96 USD"
2025,InitcodeFactoryFees,AMM 操纵,CLASSIFIED,"2,383.25 USD"
2025,MetaPool,AMM 操纵,CLASSIFIED,25k USD
2025,ParaSwapDAIApproval,闪贷+价格操纵,CLASSIFIED,"2,298.68 USD"
2025,PegaBall,闪贷+价格操纵,CLASSIFIED,"1,512.85 USD"
2025,ResupplyFi,AMM 操纵,CLASSIFIED,9.6M USD
2025,SiloFinance,借贷清算,CLASSIFIED,"500,000+ USD"
2025,SinstakeZombie,AMM 操纵,CLASSIFIED,705.13 USD
2025,Stead,代币漏洞,CLASSIFIED,14.5k USD
2025,TokenFactory,AMM 操纵,CLASSIFIED,657.17 USD
2025,TokenVault,重入,CLASSIFIED,"3,226.51 USD"
2025,TSAggregatorGeneric,授权漏洞,CLASSIFIED,"1,300.00 USDT"
2025,unverified_8490,代理/升级,CLASSIFIED,48.3K USD
2025,unverified_b5cb,代理/升级,CLASSIFIED,2M USD
2025,WaleCoin,重入,CLASSIFIED,1.415367204023272901 BNB
2025,ActivePoolScrvUsdUrgentRedemption,AMM 操纵,CLASSIFIED,"4,204.55 USD"
2025,ActivePoolUrgentRedemption,AMM 操纵,CLASSIFIED,"2,696.49 USD"
2025,AnyswapWETHPermit,授权漏洞,CLASSIFIED,200 WETH
2025,AvaxBIFKNPair,重入,CLASSIFIED,"2,422.73 USD"
2025,BoJLeverageMarket,AMM 操纵,CLASSIFIED,"7,227.59 USD"
2025,EmptySetReserve,AMM 操纵,CLASSIFIED,
2025,FPC,重入,CLASSIFIED,4.7M USDT
2025,gmx,重入,CLASSIFIED,
2025,MulticallWithETH,代币漏洞,CLASSIFIED,~10 K usdt
2025,RANTToken,重入,CLASSIFIED,~ 311.4 BNB
2025,Stepp2p,重入,CLASSIFIED,43k USD
2025,StrategyLlamaLendConvex,AMM 操纵,CLASSIFIED,563.12 USDC
2025,SuperRare,代理/升级,CLASSIFIED,730K USD
2025,SWAPPStaking,授权漏洞,CLASSIFIED,"32,196.28 USD"
2025,Unverified670471,重入,CLASSIFIED,
2025,Unverified6883,闪贷+价格操纵,CLASSIFIED,
2025,unverified_54cd,重入,CLASSIFIED,285.7K USD
2025,unverified_8fd3,签名绕过,CLASSIFIED,502.42 USDT
2025,UPENGBurnSync,闪贷+价格操纵,CLASSIFIED,1.5 WBNB
2025,VDS,闪贷+价格操纵,CLASSIFIED,13k USD
2025,WETC_Token,闪贷+价格操纵,CLASSIFIED,101k USD
2025,WhereIsMyDragonTreasure,闪贷+价格操纵,CLASSIFIED,
2025,0x8d2e,重入,CLASSIFIED,40k USDC
2025,0xf340,重入,CLASSIFIED,4k USD
2025,ABCCApp,闪贷+价格操纵,CLASSIFIED,"~ 10,062 BUSD"
2025,ArbitrumBaseSwapper,AMM 操纵,CLASSIFIED,"1,847.33 USD"
2025,AutoPooledTradingBot,AMM 操纵,CLASSIFIED,0.15198 ETH
2025,BaseBebopSettlement,授权漏洞,CLASSIFIED,"3,875.46 USD"
2025,Bebop_dex,签名绕过,CLASSIFIED,21k USD
2025,BeefyZapRouter,授权漏洞,CLASSIFIED,"6,584.95 USD"
2025,BscInitcodeToken,AMM 操纵,CLASSIFIED,700.32 USD
2025,coinbase,闪贷+价格操纵,CLASSIFIED,300k USD
2025,d3xai,重入,CLASSIFIED,190 BNB
2025,EquilibriaEPendle,AMM 操纵,CLASSIFIED,"62,661.57 USD"
2025,EverValueCoin,闪贷+价格操纵,CLASSIFIED,100k USD
2025,Grizzifi,代币漏洞,CLASSIFIED,61k USD
2025,Hexotic,重入,CLASSIFIED,500 USD
2025,MulticallWithXera,重入,CLASSIFIED,17k USD
2025,MyCoinMaster,授权漏洞,CLASSIFIED,653.49 USD
2025,PDZ,闪贷+价格操纵,CLASSIFIED,3.3 BNB
2025,PendleReflector,重入,CLASSIFIED,2304.18 USD
2025,PresaleV5,闪贷+价格操纵,CLASSIFIED,2.3157 ETH
2025,SizeCredit,授权漏洞,CLASSIFIED,19.7k USD
2025,SizeFlashLoanLooping,借贷清算,CLASSIFIED,533.05 USD
2025,unverified_6f7a,闪贷+价格操纵,CLASSIFIED,"7,630.46 USD"
2025,unverified_d132,重入,CLASSIFIED,"3,131.11 DAI"
2025,WXC_Token,授权漏洞,CLASSIFIED,37.5 WBNB
2025,YuliAI,闪贷+价格操纵,CLASSIFIED,78k USD
2025,Kame,签名绕过,CLASSIFIED,18167.880000 USD
2025,NGP,闪贷+价格操纵,CLASSIFIED,2M USDT
2025,MIMSpell3,AMM 操纵,CLASSIFIED,1.7M USD
2025,SharwaFinance,闪贷+价格操纵,CLASSIFIED,"146,000 USD"
2025,TokenHolder,借贷清算,CLASSIFIED,20 WBNB
2025,BalancerV2,AMM 操纵,CLASSIFIED,120M USD
2025,DRLVaultV3,闪贷+价格操纵,CLASSIFIED,100K USDT
2025,Moonwell,闪贷+价格操纵,CLASSIFIED,1M USD
2025,yETH,AMM 操纵,CLASSIFIED,9M USD
2026,futureswap,闪贷+价格操纵,CLASSIFIED,"~394,742.852305 USDC.e (+ 67.5743 WETH drained from victim inventory)"
2026,makina,闪贷+价格操纵,CLASSIFIED,~5.1M USDC (pool loss)
2026,MTToken,AMM 操纵,CLASSIFIED,
2026,PRXVT,重入,CLASSIFIED,32.8ETH
2026,SynapLogic,代理/升级,CLASSIFIED,~27.6 ETH & ~3450 USDC
2026,Truebit,闪贷+价格操纵,CLASSIFIED,8540ETH
2026,LAXO_Token,重入,CLASSIFIED,~137K US
2026,Moonwell,闪贷+价格操纵,CLASSIFIED,~1.78M US
2026,XDKRecycle,借贷清算,CLASSIFIED,6.84 WBNB
2026,AlkemiEarn,闪贷+价格操纵,CLASSIFIED,43.45 ETH
2026,ATMBlindBox,治理攻击,CLASSIFIED,"13,000,000 ATM (~99,000 USD)"
2026,bce,闪贷+价格操纵,CLASSIFIED,"~800,000 USDT"
2026,Curve_LlamaLend,AMM 操纵,CLASSIFIED,"~240,000 US"
2026,EST,授权漏洞,CLASSIFIED,150.2 WBNB
2026,Revamp,授权漏洞,CLASSIFIED,2.99 BNB
2026,Univ3CollateralToken,借贷清算,CLASSIFIED,~57K USD
2026,unverified_1304,签名绕过,CLASSIFIED,"85,730 USDC"
2026,unverified_237d,AMM 操纵,CLASSIFIED,0.28 ETH
2026,Venus_THE,借贷清算,CLASSIFIED,still held as raw CAKE + WBNB at the end of the tx
2026,VTSwapHook,AMM 操纵,CLASSIFIED,"4,507,034.03 vATH + 2,007,935.14 ATH"
2026,WhalebitOracleManipulation,闪贷+价格操纵,CLASSIFIED,824K USD
2026,XocolatlLiquidator,借贷清算,CLASSIFIED,3.25 cbETH and 0.22 WETH
2026,AaveRebalancerCreditDelegation,授权漏洞,CLASSIFIED,"6,999.91 WAVAX"
2026,giddyvaultv3_compound_auth,签名绕过,CLASSIFIED,~
2026,JUDAO,闪贷+价格操纵,CLASSIFIED,"205,259.49 USDT + 36 BNB"
2026,JuiceboxREVLoans,借贷清算,CLASSIFIED,21.77 ETH
2026,KipseliPropAMM,重入,CLASSIFIED,0.93 cbBTC
2026,MONA_LisaVault,借贷清算,CLASSIFIED,
2026,PerpPair,AMM 操纵,CLASSIFIED,165647.74 USDC
2026,RWAVault,重入,CLASSIFIED,"398,655.47 USDC vault outflow"
2026,SaturnProtocol,闪贷+价格操纵,CLASSIFIED,
2026,SingularityDynaVault,闪贷+价格操纵,CLASSIFIED,413.13K USDC plus residual vault shares
2026,SquidMulticallAllowanceDrain,授权漏洞,CLASSIFIED,1 ETH
2026,SubQuerySettings,闪贷+价格操纵,CLASSIFIED,218.07M SQT
2026,ThetanutsVaultShareRounding,闪贷+价格操纵,CLASSIFIED,0.15 WBTC
2026,unverified_a152,AMM 操纵,CLASSIFIED,"229,030.97 USDT"
2026,XLootStaking,重入,CLASSIFIED,6.21 ETH
2026,AdsharesBridge,跨链/桥,CLASSIFIED,~
2026,AROS,签名绕过,CLASSIFIED,~
2026,DxSale,治理攻击,CLASSIFIED,~
2026,Ekubo,代币漏洞,CLASSIFIED,~
2026,ElevateFi,闪贷+价格操纵,CLASSIFIED,"~16,000 USD"
2026,FractalProtocol,AMM 操纵,CLASSIFIED,~
2026,HumaCreditApprovalBypass,AMM 操纵,CLASSIFIED,~101390 USDC
2026,INKFinance,闪贷+价格操纵,CLASSIFIED,~
2026,JoeAgent,重入,CLASSIFIED,~
2026,LegendaryMoneyMonNft,签名绕过,CLASSIFIED,~
2026,MAPProtocol,代理/升级,CLASSIFIED,~
2026,MureDistribution,重入,CLASSIFIED,~5.45 ETH
2026,NewMarketTrading,跨链/桥,CLASSIFIED,~
2026,Renegade,AMM 操纵,CLASSIFIED,~
2026,SEAToken,AMM 操纵,CLASSIFIED,~
2026,SharwaMarginTrading,AMM 操纵,CLASSIFIED,32.85K USDC
2026,SKP,借贷清算,CLASSIFIED,~
2026,SQTokenStaking,签名绕过,CLASSIFIED,~
2026,SquidRouterModule,授权漏洞,CLASSIFIED,0.25 WBTC + 0.29 wTAO + 0.02 WETH
2026,TesseraSwap,重入,CLASSIFIED,~
2026,TrustedVolumes,代理/升级,CLASSIFIED,~
2026,VerusBridge,重入,CLASSIFIED,~
2026,WUSD,AMM 操纵,CLASSIFIED,~
2026,YSDAO,AMM 操纵,CLASSIFIED,~19.49K USDT
2026,AIDC,AMM 操纵,CLASSIFIED,~220.13 WBNB
2026,AISOTHPresale,闪贷+价格操纵,CLASSIFIED,"30,314.76 USDT"
2026,AmbientCrocSwapDex,AMM 操纵,CLASSIFIED,~67.85 ETH after final USDC->WETH conversion and ETH forwarding
2026,ATM,AMM 操纵,CLASSIFIED,~
2026,ATM_LP_Burn,重入,CLASSIFIED,"1,603.99 WBNB"
2026,AztecConnect,签名绕过,CLASSIFIED,~
2026,AztecEscapeHatch,签名绕过,CLASSIFIED,~
2026,BOSS,闪贷+价格操纵,CLASSIFIED,"10,207.54 USDT"
2026,BYToken,闪贷+价格操纵,CLASSIFIED,~
2026,CookFinanceIssuance,闪贷+价格操纵,CLASSIFIED,~
2026,DIP,授权漏洞,CLASSIFIED,"111,097.59 USDC"
2026,DLMC,闪贷+价格操纵,CLASSIFIED,"222,560.22 USDT"
2026,DTXT,闪贷+价格操纵,CLASSIFIED,"35,041.11 USDT"
2026,JB,借贷清算,CLASSIFIED,49958.06 USDT
2026,LBP,重入,CLASSIFIED,610.56 BNB
2026,LixirPermitDrain,签名绕过,CLASSIFIED,"2.60 ETH, 4,477.72 USDC, 3,609.95 USDT, 24,182.56 LIX"
2026,NovaBox,闪贷+价格操纵,CLASSIFIED,56.73 ETH
2026,OceanBPoolSideStaking,AMM 操纵,CLASSIFIED,~127.86K mOCEAN
2026,OLPC,闪贷+价格操纵,CLASSIFIED,"1,115,903.66 USDT"
2026,RoyalRoyalties,重入,CLASSIFIED,"261,162.93 USDC"
2026,ThetanutsFi,闪贷+价格操纵,CLASSIFIED,~
2026,Thetanuts,重入,CLASSIFIED,105471.50 USDC
2026,TOPBPool,治理攻击,CLASSIFIED,944.20 WETH
2026,Vault4626,AMM 操纵,CLASSIFIED,~13.53 WETH
2026,WHALE,闪贷+价格操纵,CLASSIFIED,"3,460.41 USDT"
2026,edel-xstock,借贷清算,CLASSIFIED,"204,215.57 USDC"
2026,SummerFi,闪贷+价格操纵,CLASSIFIED,6.02M DAI
